merchant,category,amt,lat,long,trans_num,merch_lat,merch_long,cc_num
"fraud_Schiller, Blanda and Johnson",home,80.71,37.3752,-81.6539,86891e13759b4ddf02d7236ea1ef305e,38.08284,-81.851367,2264937662466770
fraud_Bins-Howell,personal_care,31.94,39.4055,-75.3209,043c07bbb352d71d2c45565ea710e859,39.746745,-75.181483,3534330126107879
fraud_Kautzer and Sons,personal_care,4.5,43.6849,-71.2551,a04f0adf6fe71acac0fcc1b9d398bc25,43.602776,-71.193631,4449530933957323
"fraud_Turcotte, Batz and Buckridge",health_fitness,74.12,34.7437,-102.5064,cffd08fc41f597eadfe47b42d50e2f13,33.937535,-101.727485,36078114201167
fraud_Will Ltd,food_dining,45.95,44.8605,-85.8138,94fb6a21fa403b383ff67b50b10b9ad6,45.528331,-85.948783,4220345354880
fraud_Gibson-Deckow,entertainment,187.1,26.4722,-81.8122,c02d314735d9077b7d9c77ec21261cfa,26.197333,-81.976019,4710826438164847414
fraud_Kihn Inc,shopping_pos,9.15,34.3396,-89.5736,925ac4268c05cdddde79f97574621117,34.050515,-89.005628,4119762878330989
fraud_Treutel-King,travel,1.29,47.5375,-95.9941,a9c7b779653f3016dc02688d40753e9c,48.472897,-96.572501,4171397999167005
fraud_Romaguera Ltd,health_fitness,77.33,42.189,-74.9229,6945efccedc4673f5e3ea97ae7494bfb,41.79335,-74.149107,377026671291680
fraud_Kihn Inc,shopping_pos,5.53,41.8467,-74.1038,3f3f4b3fd1cd14f870726cd741a0b819,41.346225,-75.015359,3533177016567295
fraud_Schmidt-Larkin,home,51.89,29.3641,-98.4924,b2d30bc0ca473971ef0596ff8646dd0b,29.444963,-98.571075,2235335206132667
"fraud_Windler, Goodwin and Kovacek",home,49.78,35.584,-80.8685,dbc1f8f279eb6d8a427226e47a3bbb48,35.013372,-81.23403,4195740185974
fraud_Medhurst Inc,home,21.81,38.5319,-93.9221,1dfb39918a5b8c7954335d2958c59db5,38.876506,-94.460586,4561892980175
fraud_Breitenberg LLC,travel,8.54,42.8223,-83.2829,3f21f4179b16adf504771d5ce3963db7,42.299024,-83.435877,6011231546538393
fraud_Terry Ltd,home,174.77,40.7152,-89.2706,3be6acc4b5e85330d7d2694a02651375,39.829193,-88.918803,4681699462969
"fraud_Runte, Green and Emard",health_fitness,113.53,30.6576,-91.6264,2d1d5f9680c397474923180661f85978,30.990542,-92.331269,340953839692349
fraud_Feil-Morar,health_fitness,44.11,47.4974,-122.0107,9ff38367441a692eeae413805a128ea5,47.008606,-122.947605,373905417449658
fraud_Kilback and Sons,entertainment,49.49,32.8357,-79.8217,d9547259366164a884a5ca6ec23a5764,32.932743,-80.714156,4926376199189801
"fraud_Watsica, Haag and Considine",shopping_pos,25.5,34.2853,-91.3336,95cc4ceca59c656d73a7ccffb8c945f6,34.30743,-91.964227,213154573301411
"fraud_Conroy, Balistreri and Gorczany",health_fitness,12.66,44.0385,-123.0614,497240430e49d2312f7dc965976af334,44.158389,-122.847567,4502539526809429801
fraud_Schuppe LLC,entertainment,61.47,43.9742,-71.1503,27ef45f29c5d7198b4d12a950b4b8f13,44.356976,-70.550417,4311368326621416041
fraud_Renner Ltd,home,70.59,33.615,-117.7114,71cd800d867bf4cde3ee1cdef26b2f07,33.838915,-118.103495,372246459334925
fraud_Cartwright PLC,kids_pets,111.57,39.8013,-82.8125,141db8af987da5cf06bc853a20f51e6a,40.706719,-82.083434,4873783502705038
"fraud_Romaguera, Wehner and Tromp",kids_pets,79.56,45.4963,-89.7273,708764b9c1df3a33646f980ebaeda064,46.117649,-90.18511,341546199006537
fraud_McKenzie-Huels,food_dining,155.02,40.6153,-79.4545,3fc25ed40b57c2a5a03b4fe18a90a160,40.827382,-79.440972,4710792708725663
fraud_Ernser-Lynch,food_dining,72.76,44.64,-73.3113,e2ab3b0597275b25981ebc0dbf150393,44.317805,-72.821074,30242921189660
fraud_Renner Ltd,home,94.27,40.4815,-92.9951,32492608bb169509477c770ebc9241d8,39.495197,-92.625261,581686439828
fraud_Dare-Marvin,entertainment,22.48,40.6866,-92.6833,023848771c536772ae015a0d6bc9a169,40.649456,-91.853059,4586260469584
fraud_Gleason and Sons,kids_pets,64.96,32.6176,-86.9475,1a34bb788177bf24b3159bb4c08e9177,32.695932,-85.966237,30235268718158
"fraud_Runte, Green and Emard",health_fitness,52.44,34.1556,-118.2322,a3852d0c94c6bf59b1fb148f472b46dc,34.377103,-119.191051,4587657402165341815
"fraud_Welch, Rath and Koepp",entertainment,51.75,40.8626,-91.9534,d43c298b51ab1ab7125e9233b79844fc,40.049524,-92.471643,180067151859700
"fraud_Cole, Hills and Jewess",home,25.64,38.4305,-90.387,ef841fd7bca70af84914b842cb6793ec,38.078224,-90.54726,36485887555770
"fraud_Cole, Hills and Jewess",home,48.44,39.5803,-87.4616,88a696dc470c5276ca8062ed816bd725,40.532936,-88.285648,3559160581764413
fraud_Gleason and Sons,kids_pets,155.28,38.046,-122.1866,3364ace722a47a2e6658407cdaa21223,37.087503,-121.194012,6592074504369261
fraud_Roob-Okuneva,health_fitness,5.22,34.4596,-93.6743,c303ea027cccbee023a599730afbc785,33.97825,-93.426367,4658490815480264
fraud_Padberg-Sauer,home,81.57,43.9446,-88.0911,6230daff2a5164c8f30d9bfc60457896,44.383358,-88.749658,501802953619
fraud_Gerhold LLC,home,15.87,44.8232,-89.1665,0727558ca9e545ba99bdfc89757c7771,45.051656,-89.608719,4560395181594436016
fraud_Botsford and Sons,home,76.02,32.9013,-91.0286,bdd4a68945ee721dbedde8bfe45b64e4,32.706896,-90.066216,4988304376504
fraud_Volkman-Predovic,shopping_net,119.15,47.2271,-117.0819,0fd4fa5c06708220488c6f6e195d75db,47.725933,-116.128542,5456712664803820
fraud_Dare-Gibson,health_fitness,104.68,36.4715,-82.4834,3a1b22b89941e4778573b42a1dd4f565,37.336537,-82.499229,676195318214
fraud_Rempel Inc,shopping_net,7.81,33.3224,-86.9657,77a6ff12eeeeac93b866afaacfb3a62c,33.841492,-86.611828,4839615922685395
fraud_Breitenberg-Hermiston,kids_pets,61.85,46.0062,-86.2555,3fb395ff025f781ffbb60901eec9b035,46.130831,-86.413224,213180742685905
fraud_Stark-Koss,home,80.03,40.8618,-85.6067,b3113c3c6e874f64ddd9603042dbd544,40.205207,-85.633849,4855853415727304322
"fraud_Feil, Hilpert and Koss",food_dining,10.62,42.1239,-79.1895,09a186e8f968253f4f2dc1093e359f56,41.428817,-78.791182,343819048608995
fraud_Schuppe LLC,entertainment,51.43,33.8155,-112.1202,2b1993380bedb0cac9e59232eeff7b73,33.038175,-112.999152,377550167323848
fraud_Torphy-Kertzmann,health_fitness,39.54,41.2419,-81.7453,3792370bd5af9ee1b121aebd8908e539,41.052295,-81.209189,3561212938177173
"fraud_Runolfsdottir, Mueller and Hand",entertainment,24.64,41.8948,-73.9767,995ff21a7f927004204994a6c8570c76,40.902598,-74.477744,374497717543058
"fraud_Torp, Muller and Borer",health_fitness,3.04,33.9349,-80.8449,c7a2ed635651e7e9a837257cac1df810,34.303243,-80.187714,213195754007681
fraud_Abshire PLC,entertainment,17.44,41.6414,-96.5232,93ee6c390ef6df5937dab28ec56ccbec,41.407162,-95.817404,4769426683924058915
fraud_Crona and Sons,kids_pets,169.09,39.4015,-75.8654,6bf626064f5e5933dd48084f36ef2339,39.83194,-76.092179,3519232971341141
fraud_O'Connell-Ullrich,home,127.97,38.9621,-94.5959,a00a84cec6cafa89fbe9f66c0dd67327,38.341784,-94.742768,2720012583106919
fraud_Spencer-Runolfsson,misc_pos,35.45,38.0261,-97.6666,a802a3a360fb94579b6017a3c79ffa67,38.730568,-98.102164,6597888193422452
fraud_Streich Ltd,home,66.84,41.8467,-74.1038,a916134dcacd9e6badae25ce9f9e968e,41.512745,-73.317596,3521815216091574
fraud_Conroy-Emard,food_dining,11.18,28.0758,-81.5929,0183bebc44f97bd8ed49a27e7504ad0a,28.944803,-81.819858,4355790796238264643
fraud_Bernier and Sons,kids_pets,37.89,31.6489,-82.1982,3854649c8495c1557d849a16d313fa86,32.494871,-81.523332,3596217206093829
"fraud_Dare, Casper and Bartoletti",kids_pets,29.76,40.6816,-73.9798,75b12e7443a9eaf0916082dfac0876e2,39.712232,-73.575595,38947654498698
fraud_Zboncak LLC,food_dining,76.83,35.1836,-81.4552,14df01f107a78bcc7999c9f5add9f648,36.136522,-80.589657,6506982560413523
fraud_Erdman-Durgan,health_fitness,3.19,41.2639,-80.8164,0cd47cfd7aee7c6d7b69877f3660ef11,42.143827,-79.879829,4048508450704760
fraud_Thiel Ltd,travel,3.88,41.0592,-73.7395,5145ac1a858740c89c3fa9e6aed59552,40.605317,-73.406205,4099707841315751
fraud_Heathcote LLC,shopping_net,236.15,34.6689,-86.2296,d8188cc764b76befb9196b2d137b6e16,33.831991,-85.328265,4452366298769043
fraud_Eichmann-Kilback,home,106.86,40.6747,-74.2239,a8d68a00ff86f0e294769e46529bbb8f,40.161309,-74.231936,3506042666828517
fraud_Kutch-Ferry,home,4.02,39.4125,-80.6352,fe7b9cc94b31e1371a546ea38468c02a,39.86747,-81.550062,571844099986
"fraud_Gutmann, McLaughlin and Wiza",home,108.51,31.929,-97.6443,fb61c317b7a9d0b57326cec6a8f8dbf5,32.912307,-98.099341,4045036286570100739
fraud_Medhurst PLC,shopping_net,34.11,35.5762,-91.4539,971adb58ea4add884f030ffffef16cfe,36.526588,-92.354156,4400011257587661852
fraud_Erdman-Ebert,personal_care,51.44,42.4969,-83.2911,3717cda4ab527b59e521ab89f140578d,41.554633,-82.407236,4862293128558
"fraud_Hoppe, Harris and Bednar",entertainment,8.09,30.0041,-95.2825,4856b2c812307278965c355deccae516,29.878219,-94.46177,3529597810116815
fraud_Hammes-Beatty,kids_pets,20.89,35.8184,-91.3375,6eb47a632e9e5b18c83586d832ec616f,35.945426,-92.221833,2284059275940012
fraud_Jacobi and Sons,shopping_pos,7.59,44.0575,-69.9656,fd76f3930f75d59bf4d42018e725c821,43.375888,-70.075104,30328384440870
fraud_Jast and Sons,food_dining,6.58,47.8342,-90.0476,72c7a4854e62ed6c93c37779fd7c1e34,47.715413,-90.378726,4255397449664185994
"fraud_Streich, Rolfson and Wilderman",kids_pets,140.88,35.6174,-97.5583,ff277328ef52e034054377011e166da0,36.487564,-97.845069,213186880359195
fraud_Gerhold LLC,home,18.02,31.1569,-94.3871,5037b72eab0645fcb9370388c360a003,30.603846,-93.59103,4319584480204988982
fraud_Zboncak Ltd,food_dining,64.18,43.4987,-90.2796,dbc4a5cc4cbf43decad95cf6c1c483e1,44.02909,-90.00741,374238209524200
fraud_Lemke and Sons,travel,100.75,38.8564,-80.158,02b71d98b7ba5cfa2b7486005f2f299a,38.328992,-80.294548,4505383113689
fraud_Kulas Group,health_fitness,44.91,39.0305,-76.5515,5acce1163a83808dcb13a113099883da,38.071244,-76.324485,2713913904780408
fraud_Goldner-Lemke,entertainment,14.85,39.6991,-78.1762,aa346893d8638c22c6becaedd0d213c6,40.205391,-78.910845,213161231269724
fraud_Predovic Inc,shopping_net,59.08,36.4715,-82.4834,695059cc77e6924bf4ce161cbc17f017,35.600113,-81.519936,6011934240159560
fraud_Howe Ltd,misc_pos,14.84,35.9866,-106.0654,d2556ba625bd1d60c3fc4c8cdc98f280,36.16208,-106.135057,4727244663135968
fraud_Stoltenberg-Beatty,shopping_pos,16.5,32.6786,-81.2455,0fd4b82ddf2a5a145b2ee5087f223168,33.144224,-81.66561,377895991033232
fraud_Bode-Schuster,kids_pets,57.53,40.6152,-74.415,952f5a9c127ccc976b093b77a7ccfa7d,41.227795,-74.698639,30082025922891
fraud_Bruen-Yost,misc_pos,7.66,48.2777,-112.8456,ba234bf26131b2acb72f86af8209f98f,48.597926,-111.918758,345060451158891
fraud_Little Ltd,kids_pets,9.72,30.1886,-103.2214,1b4a58581b271caa57ae598effdd7973,30.752853,-104.028228,4457732997086323466
"fraud_Crist, Jakubowski and Littel",home,9.48,33.9845,-85.9077,8b6d9df8bbb0d001e513d4b1d961dac3,34.38758,-86.005871,4671727014157745
"fraud_Reichel, Bradtke and Blanda",travel,16.68,33.8419,-117.6043,400b587f7f36ad9ec7113a19eb54b9b6,34.447356,-118.073953,180068353086472
fraud_Mayert Group,shopping_pos,13.13,29.7972,-95.3288,2493f6e4ff6001a41028dcd3d9b2a145,29.513604,-95.923421,2242542703101233
fraud_Towne LLC,misc_pos,5.7,47.3551,-96.798,a20d919c8ab03967488d5308cfcc4dd1,48.295603,-96.503844,4147608975828480
fraud_Morissette PLC,shopping_pos,5.58,29.7736,-95.4034,cff11d7742bae47d4cab5995d9bddcd7,30.157555,-96.142207,2285066385084291
"fraud_Reichert, Huels and Hoppe",shopping_net,9.8,39.1329,-95.7023,8c3f3b2b91f1a39b5c6e44b38fb3986e,40.073568,-96.174485,377654590313960
"fraud_Crist, Jakubowski and Littel",home,55.95,30.4983,-88.3282,11657e0d873126a170dcc95bd900b385,30.232319,-87.60512,6011438889172900
"fraud_Zemlak, Tillman and Cremin",personal_care,28.67,41.2496,-73.9446,34b2c59824468923f65529a9282773b9,41.647206,-74.906797,342360239917375
fraud_Hills-Witting,shopping_net,6.82,46.0062,-86.2555,d79d56be64e59e029760dc6efe2c3ab8,45.386934,-86.244865,4797297220948468262
"fraud_Schaefer, Fay and Hilll",entertainment,102.43,39.7562,-98.4462,26c1413e4f4ac516f122a4dd786293c3,40.002326,-99.36784,4302475216404898
"fraud_Hills, Hegmann and Schaefer",health_fitness,4.56,41.2249,-85.0301,59a9def277b3f4fe6a004a2b0adcb3a5,41.157295,-85.219034,180072527505094
fraud_Shanahan-Lehner,personal_care,11.09,45.6675,-93.2433,df50edd0d7c206a6d3e8a80b77a19fe7,45.822943,-92.858463,503874407318
fraud_Feil-Morar,health_fitness,132.57,30.7145,-88.0918,6f51b1afb35b60a053de5a22843d051c,30.826301,-87.818443,3593118134380341
fraud_Berge-Ullrich,home,66.06,42.4969,-83.2911,ca8895d3e1602aa0a17cf45d3d269d4f,41.968161,-82.300671,3543591270174051
fraud_Bogisich-Weimann,kids_pets,73.52,48.4786,-122.3345,b59b04cb8a30c0009125c8a40ab671da,48.171411,-121.732777,4586810168620942
fraud_Schmidt-Larkin,home,84.21,40.8626,-91.9534,296bae4bf264c40d12421d0f733e3a89,40.120207,-92.491269,38588538868506
"fraud_Douglas, DuBuque and McKenzie",travel,2.4,27.9865,-82.0139,fe05feb7043169c18f54d689b26984ea,27.852817,-81.151943,4169388510116
fraud_Daugherty-Thompson,food_dining,34.63,42.2619,-94.5566,41456992cc4bc8aa8fa2dcdc19a7537e,42.921813,-94.956066,3531129874770000
fraud_Goyette-Herzog,travel,3.74,38.0261,-97.6666,2e3ed61ac5845887874e600cc7176703,37.256405,-96.776464,375248307838179
fraud_Keeling-Crist,misc_pos,15.37,33.8396,-96.3648,fe483428de10a36057d515da029cae82,33.883242,-96.212609,36913587729122
"fraud_Walter, Hettinger and Kessler",personal_care,162.07,41.2419,-81.7453,39165ba86c990cb5c78e1c15e99f0e27,41.560002,-82.357444,213156747557083
fraud_Kozey-McDermott,travel,2.91,43.2326,-86.2492,56639740dd1bfeeb2493084fa70b0b7b,43.666893,-85.285981,3565996340207976
fraud_Torphy-Kertzmann,health_fitness,20.79,32.8224,-85.7704,203456829f0133ace93bf5bb0500a4ac,32.933203,-85.792426,2475085306462014
fraud_Ziemann-Waters,health_fitness,196.93,40.375,-75.2045,d880af591bf9096498fa4a46a897c6d3,39.50289,-74.598794,180065479077096
"fraud_Denesik, Powlowski and Pouros",home,80.28,38.5095,-78.2638,3a137f9fe02ab498a4f95200a565e80d,39.187674,-77.779086,180069253480336
"fraud_McDermott, Osinski and Morar",home,94.86,33.9845,-85.9077,dc4b2a6aa03837f0b820992e456addc0,33.786513,-85.662057,347073228412010
"fraud_Kilback, Nitzsche and Leffler",travel,2.29,32.4122,-90.1207,1600907144f13bc1c0a9e66ba700f09f,31.553201,-90.227159,4939976756738216
fraud_Vandervort-Funk,grocery_pos,88.94,45.6675,-93.2433,7da554c2698cfcce2675d0dba5e7c9a7,44.996837,-93.055743,3546897637165774
"fraud_Dare, Fritsch and Zboncak",health_fitness,77.28,40.5662,-80.2099,273e39b58206c9b9fa7d8e73fb3b6821,41.225848,-79.963819,2286236465059468
fraud_Pouros-Haag,shopping_pos,3.04,42.728,-71.181,8654ebdcdcd2a1091f33088cec2c2e4b,43.253934,-70.610812,30143535920989
"fraud_Bahringer, Bergnaum and Quitzon",home,20.72,37.1349,-77.7364,e260449afface1ef68b79bb793d38680,37.860126,-77.776199,3587044315915002
fraud_Hills-Boyer,personal_care,25.5,40.6747,-74.2239,f39088646ca3e5287acb8f104bf52032,41.138383,-74.355987,30371006069917
fraud_Jast Ltd,shopping_net,7.06,42.8948,-74.8209,c92da601dbc38b95ab31be0febc3bf23,42.477469,-74.115102,4292743669224718067
fraud_Grimes LLC,entertainment,5.21,30.33,-95.0202,d658f2721debb2d0e48b4332151236d7,29.666873,-94.50768,6554245334757802
fraud_Bode-Schuster,kids_pets,103.86,39.8153,-91.2627,9e0eb5c4ef1cc2be861234646dd13d8d,39.50161,-92.128369,501831082224
fraud_Breitenberg-Hermiston,kids_pets,16.1,32.8357,-79.8217,ade4a71b13bb00f4bc46c92d8ffd5f9f,33.818154,-79.539481,3546674063249004
"fraud_McDermott, Osinski and Morar",home,142.1,37.6848,-85.8784,8a737175aa6b2e94ada175e0f6c03410,36.697565,-85.711371,4471568287204
fraud_Schaefer Ltd,kids_pets,45.19,33.6666,-101.5277,e9fa59dd8ffe82922598ca804bb87bbe,33.472934,-100.657705,2288748891690227
"fraud_Prosacco, Kreiger and Kovacek",home,37.03,35.6665,-97.4798,cd7fa3ab9703ee30e304bcb95113bc38,36.29899,-97.777697,2254917871818484
fraud_Gulgowski LLC,home,42.44,42.8511,-93.62,3f12ba8e5e8c27fd4066dd6281bb2e9f,43.270338,-93.94015,6593939509150446
fraud_Mohr-Bayer,shopping_net,127.6,40.333,-73.9809,45b4ec6713f9460b70895b366353523e,40.847854,-74.655756,4464457352619
"fraud_O'Reilly, Mohr and Purdy",home,131.27,39.0305,-76.5515,56da6ccecb37de97ef60a259815c0f8e,39.716613,-76.342531,3552581383553463
fraud_Lubowitz-Walter,kids_pets,84.17,30.4983,-88.3282,5e0db46452a842497a380779c59a1e00,29.97558,-87.690891,4952583804639909
"fraud_Bahringer, Osinski and Block",food_dining,7.38,40.6816,-73.9798,10c0d612dfc2220a691a436118f829c7,40.269511,-74.907883,5501083170975659
"fraud_Bahringer, Bergnaum and Quitzon",home,117.84,39.6251,-82.7552,8897077856aef4eafd181e856606c5e2,39.253923,-83.606873,4836998673805450
fraud_Simonis-Prohaska,misc_pos,92.81,31.1569,-94.3871,560b983be7894b2029bfa2498c2004fd,31.424535,-94.913213,4155021259183870
fraud_Breitenberg-Hermiston,kids_pets,51.49,34.0287,-118.4924,4f0292198099a718f080cd9bff041469,34.315474,-118.94066,3575540972310993
fraud_Bartoletti and Sons,personal_care,104.69,39.6171,-102.4776,f8b8c7536258e7e34d3e4431946f9181,38.848145,-102.120476,30407675418785
"fraud_Moore, Williamson and Emmerich",home,16.48,45.7801,-111.1439,8d2f7c988d784a008624dcb6ae43b00d,45.473185,-110.761446,30030380240193
fraud_Kulas Group,health_fitness,76.0,45.203,-88.9983,9600145da48b5ae16a1107b9580e418d,44.420966,-88.744096,180036456789979
"fraud_Kunze, Larkin and Mayert",travel,1.77,32.3929,-91.4714,5b82ec32452952dfb57bebfdfc3d7413,31.916229,-92.17252,4661996144291811856
"fraud_Becker, Harris and Harvey",personal_care,50.22,47.8342,-90.0476,2c04edecf2b9785ed137207645abb05d,47.404533,-90.177169,213102873001603
fraud_Weimann-Lockman,kids_pets,73.57,39.5994,-105.0044,b031101d820f6ec2704a76617a5d6bd3,38.808567,-104.877216,4328928491302401
fraud_Kutch-Wilderman,home,18.76,37.9943,-88.9417,e364cbb43064585db6fef8adad798ae3,38.621529,-88.33893,4798937978667559470
"fraud_Lehner, Mosciski and King",misc_net,63.97,32.8357,-79.8217,ad39f44b505f6088077315842e12005a,33.204335,-78.992084,4933461930348832
fraud_Heaney-Marquardt,entertainment,12.91,48.8878,-118.2105,bb838fefa1fcec6aecd6688c4c39593b,48.341754,-117.775503,4003771737807706
fraud_Gerhold LLC,home,20.01,41.4972,-98.7858,f07460e75ecafe875a05a9875e2508c0,41.806883,-97.790157,6011149206456997
"fraud_Gutmann, McLaughlin and Wiza",home,60.56,37.3304,-121.7913,0016e6ec2ed9f323829f892f8e53f5f7,36.467641,-121.241735,30042378430132
fraud_Klein Group,entertainment,79.18,41.4802,-86.6919,b68d2e3ccdb774010c39091361adb5fb,42.445228,-87.497624,213157767990030
"fraud_McCullough, Hudson and Schuster",food_dining,5.22,42.9782,-96.0173,fb5e9f0df40d4fbc973fbd912ba1bfe3,43.393371,-95.540635,4736845434667908128
fraud_Little Ltd,kids_pets,5.25,33.413,-81.69,7d83653170faa0c621977c8a491f390f,33.076612,-82.129314,4742883543039288059
fraud_Kilback LLC,food_dining,25.72,40.6816,-73.9798,5c4e803cad9329d480093303ec433b30,39.886517,-73.953569,4128730454058057622
fraud_Kub-Heaney,health_fitness,23.2,41.9488,-86.4913,04244ec755a717fb77a88d6c8f875e77,41.940846,-86.960874,2269768987945882
"fraud_Cronin, Kshlerin and Weber",health_fitness,14.59,38.8089,-78.7776,90e7293fa875cf4f29d1f4ff62f332e0,39.479997,-79.135724,4497913965512794052
"fraud_Schumm, McLaughlin and Carter",food_dining,49.65,43.2326,-86.2492,baeb5a1762c4f420f193afc0d0757642,42.85853,-86.582743,4158945090781624
fraud_Mayert Group,shopping_pos,9.1,35.2229,-89.5518,72e684b564fda601d3e23de0fcddbe84,36.212666,-89.833053,213161293389774
fraud_Heller PLC,health_fitness,6.31,41.4622,-79.1306,3a053f5fabd3ac4fcdadccd871a4c502,41.87703,-79.44346,370348764075623
"fraud_Hahn, Douglas and Schowalter",travel,7.4,40.817,-74.0,f5d5b615219b84592deb6b63a606d7c4,40.890387,-74.847067,4277232699798846
fraud_Sporer-Keebler,personal_care,35.26,44.232,-74.4905,4c6aa42633dbced30aeb32e9d5c8d4fd,43.830418,-74.424639,378278619832195
fraud_Kertzmann LLC,health_fitness,50.88,40.6747,-74.2239,78bf8573c5acb031c6ca776a58a9f10e,39.742706,-73.614195,5388659976630693
"fraud_Bradtke, Torp and Bahringer",personal_care,91.47,40.732,-73.1,93e21a4d479f3bdba8bd2773d24a9347,40.129112,-72.766756,6011148190095209
"fraud_Mueller, Gerhold and Mueller",health_fitness,6.58,39.8936,-79.7856,f30d7ed649f7c532c377b8ff38ff68b3,39.426242,-80.030474,4951647200979051
"fraud_Reinger, Weissnat and Strosin",food_dining,61.03,43.8065,-73.0882,c521a5118c758ca4fff9038dde18bf54,43.839847,-73.339878,30153452207526
fraud_Volkman-Predovic,shopping_net,8.54,38.832,-77.12,7f37eb5e8b32669666bb9f607a3a4696,38.704779,-76.460002,4451438912406400
fraud_Kilback LLC,food_dining,21.97,34.9889,-106.0609,da217337f78a96cba4874f7cba77f14e,34.032854,-106.270102,38530489946071
fraud_Connelly PLC,food_dining,43.13,41.6423,-104.1974,47ec7116bd85d46d35deee1360775500,41.312746,-104.149965,676248282243
fraud_Heathcote LLC,shopping_net,3.11,27.7898,-82.7243,968365c9f566a3a9f20d5a45162d6ab7,27.417092,-83.407723,345832460465610
fraud_Conroy Ltd,shopping_pos,8.48,40.8295,-72.6473,0658bba9f7eed658608e6f55db8e8842,41.793532,-73.225285,3540210836308425
fraud_Connelly-Carter,home,12.09,36.9688,-78.5615,23d20ce2c80bb62e9f6ce643ea8a3d1c,36.365549,-78.335226,3513285035244624
"fraud_Welch, Rath and Koepp",entertainment,1.87,29.8872,-90.0331,a44193ecbd53723a00deef6ebda91236,29.707019,-90.734662,4467456915153312231
"fraud_Willms, Kris and Bergnaum",shopping_pos,7.23,42.1001,-73.3611,929a48b6aa32309403e592ec3e04db49,41.283019,-73.896097,4756039869079882102
fraud_Waelchi Inc,kids_pets,94.06,37.1349,-77.7364,45228e866c4dbc15c7b4ed3490a79108,37.19162,-77.29379,342952484382519
"fraud_Pouros, Walker and Spencer",kids_pets,21.77,40.5553,-77.4001,7f84353e86acc998cbf20423cf6f9f6f,39.595859,-77.141641,30491348102802
"fraud_Roberts, Daniel and Macejkovic",kids_pets,70.06,44.0385,-123.0614,d370cc9942488fd40d6726aba0bdc0ed,43.556404,-122.127299,6011382886333463
fraud_Heller PLC,health_fitness,27.68,40.6729,-73.5365,57fa836d09159b8884c4d67149647eb7,40.814304,-74.158911,4006047418382
"fraud_Heathcote, Yost and Kertzmann",shopping_net,5.48,45.6675,-93.2433,dccc50d067404415f5546ce81c6ee9e4,45.339446,-92.880697,639030014711
"fraud_Bradtke, Torp and Bahringer",personal_care,62.17,42.189,-74.9229,74ee25d38004654854f6cd152122a244,41.784549,-75.770698,4063094974360571498
fraud_Larkin Ltd,kids_pets,116.24,41.5744,-75.5881,77d18de139b6f2e36a0a5711a2aefae3,41.396358,-75.687624,3595192916105588
fraud_Metz-Boehm,shopping_pos,3.84,27.9551,-82.2966,6e9874eef2fed25d6a79d56d02e8c9af,27.395492,-81.588426,561942763351
fraud_Bednar PLC,kids_pets,68.35,44.5232,-86.2061,1eb1984e3e6f2701eb51b4e1aa2dfba8,44.584912,-86.889323,3560725013359375
fraud_Connelly-Carter,home,105.16,43.8065,-73.0882,70dc39dee5245b7e8088b6154fe54631,43.395696,-73.632913,6501313409525696
fraud_Parker-Kunde,personal_care,68.38,43.0048,-108.8964,6c3c651729787901b6800937df871cf4,42.2308,-109.846701,3527536963490470
"fraud_Fadel, Mertz and Rippin",entertainment,4.11,44.4477,-93.4252,8a73f1bba1eeec9407c74431054617e6,45.131244,-92.557537,5359543825610251
fraud_Yost-Rogahn,personal_care,24.45,37.2048,-86.8592,0c1979133d22dd5734b5d8c4519e3914,37.322829,-87.355525,5596347693144598
fraud_Crooks and Sons,personal_care,7.6,33.7467,-117.1721,cddfd49de0abf722ad50ca91d0842a47,32.788007,-117.577349,3554849923339851
fraud_Jast Ltd,shopping_net,141.75,48.6031,-93.2977,9d8f0eae36c3d3075215e445bd676608,49.002829,-92.668456,30290551782700
fraud_Crooks and Sons,personal_care,35.43,43.7893,-75.4156,2fa1a6f3874b074d42170affae0bdb58,42.87097,-75.368073,213163860545705
fraud_Bednar PLC,kids_pets,17.91,42.2281,-76.1625,a04022fc423a4e14885f0c7b184225bf,43.042142,-75.57788,6011975266774121
fraud_Rau-Robel,kids_pets,39.14,30.4066,-91.1468,55a2db06b595f2bb57b6a25ea00e3869,30.775774,-91.905458,30181367542315
"fraud_Nienow, Barrows and Romaguera",personal_care,3.22,34.4959,-86.259,f6f4ed93c5e37b75354440f4480c6598,34.818461,-86.398764,4807552641361
"fraud_Dare, Fritsch and Zboncak",health_fitness,18.43,46.2306,-112.1138,f117a0739374e0f3206621db5418d210,46.075538,-111.565447,3504178999463051
fraud_Medhurst Inc,home,31.18,34.048,-85.9246,3f9ed9ff0bcaac02bd338ace41cc6254,33.26423,-85.863265,30238755902988
fraud_Gleason-Macejkovic,shopping_net,9.77,36.522,-87.349,8cb7da180ebe2bc0af441ff0039b5fec,36.82764,-87.770196,3517814635263522
fraud_Altenwerth-Kilback,home,62.53,38.2674,-76.4954,adbba191c62527d45693f9bb6ae8b3bf,37.670632,-75.551876,4585132874641
"fraud_Koss, Hansen and Lueilwitz",home,28.5,36.522,-87.349,ece7f3dcb81b2fef36f0eb5276dda78b,36.537996,-86.740678,676326610042
fraud_Kuphal-Toy,food_dining,85.69,36.0557,-96.0602,5feebb933fd8ca300cd3196b02dd92b7,35.470693,-95.340576,639023984367
